Concurso|Data_Sorteio|Bola1|Bola2|Bola3|Bola4|Bola5|Bola6|Bola7|Bola8|Bola9|Bola10|Bola11|Bola12|Bola13|Bola14|Bola15|Arrecadação_Total|Ganhadores_15_Números|Cidade|Ganhadores_14_Números|Ganhadores_13_Números|Ganhadores_12_Números|Ganhadores_11_Números|Valor_Rateio_15_Números|Valor_Rateio_14_Números|Valor_Rateio_13_Números|Valor_Rateio_12_Números|Valor_Rateio_11_Números|Acumulado_15_Números|Estimativa_Prêmio|Valor_Acumulado_Especial
1309|11/01/2016|2.0|4.0|5.0|6.0|8.0|10.0|12.0|13.0|14.0|16.0|18.0|19.0|20.0|24.0|25.0|R$21.564.060,00|4.0|PAULO AFONSOBABRASÍLIADFBELO HORIZONTEMGCuritibaPR|1688.0|30175.0|222792.0|942705.0|R$363.000,04|R$378,10|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$21.810.266,36
1310|13/01/2016|1.0|2.0|3.0|4.0|5.0|7.0|8.0|10.0|11.0|15.0|17.0|18.0|19.0|21.0|23.0|R$22.577.480,00|2.0|CONTAGEMMGTRÊS PASSOSRS|391.0|17284.0|220783.0|1084752.0|R$758.990,85|R$1.706,50|R$20,00|R$8,00|R$4,00|R$0,00|R$1.500.000,00|R$22.160.569,83
1311|15/01/2016|2.0|3.0|5.0|6.0|8.0|10.0|11.0|12.0|14.0|15.0|17.0|18.0|20.0|23.0|25.0|R$22.473.290,00|9.0|CÂNDIDO SALESBACAXIASMACAMPO GRANDEMSCHAPADÃO DO SULMSCUIABÁMTCuritibaPRJARAGUÁ DO SULSCVIDEIRASCSÃO PAULOSP|1343.0|27888.0|254533.0|1100353.0|R$138.854,57|R$409,02|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$22.448.960,09
1312|18/01/2016|1.0|2.0|4.0|5.0|6.0|7.0|9.0|11.0|13.0|18.0|19.0|20.0|23.0|24.0|25.0|R$22.161.846,00|5.0|SALVADORBAPINHEIRO PRETOSCCÂNDIDO MOTASPSÃO PAULOSP|484.0|15880.0|192710.0|1046100.0|R$324.262,22|R$1.472,44|R$20,00|R$8,00|R$4,00|R$0,00|R$1.500.000,00|R$22.823.108,82
1313|20/01/2016|1.0|4.0|8.0|10.0|11.0|13.0|15.0|16.0|17.0|20.0|21.0|22.0|23.0|24.0|25.0|R$21.256.766,00|4.0|BRASÍLIADFJATAÍGOJOÃO ALFREDOPELAGUNASC|518.0|16303.0|182920.0|969011.0|R$403.720,52|R$1.370,34|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$23.195.773,93
1314|22/01/2016|3.0|5.0|8.0|9.0|10.0|11.0|14.0|15.0|16.0|18.0|19.0|21.0|22.0|24.0|25.0|R$22.523.756,00|2.0|BRASÍLIADFSÃO PAULOSP|464.0|15387.0|178274.0|973988.0|R$940.485,57|R$1.781,89|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$23.629.844,20
1315|25/01/2016|1.0|2.0|3.0|4.0|5.0|8.0|10.0|11.0|12.0|14.0|16.0|18.0|19.0|23.0|25.0|R$20.190.418,00|5.0|LAURO DE FREITASBAPARÁ DE MINASMGCAMPO GRANDEMSBAYEUXPBSANTOSSP|453.0|14800.0|171672.0|917120.0|R$310.723,62|R$1.507,52|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$23.988.371,46
1316|27/01/2016|1.0|2.0|3.0|4.0|5.0|6.0|11.0|12.0|15.0|17.0|19.0|20.0|23.0|24.0|25.0|R$20.825.516,00|2.0|CANOASRSPORTO ALEGRERS|298.0|11061.0|151994.0|903039.0|R$905.082,28|R$1.869,04|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$24.406.101,75
1317|29/01/2016|1.0|3.0|5.0|7.0|8.0|9.0|10.0|11.0|14.0|16.0|20.0|22.0|23.0|24.0|25.0|R$22.140.308,00|3.0|WENCESLAU GUIMARÃESBAPIRES DO RIOGOBELO HORIZONTEMG|352.0|14678.0|189962.0|1003541.0|R$571.820,42|R$1.499,53|R$20,00|R$8,00|R$4,00|R$0,00|R$1.500.000,00|R$24.801.977,43
1318|01/02/2016|1.0|2.0|3.0|4.0|6.0|7.0|8.0|9.0|12.0|13.0|14.0|15.0|17.0|20.0|23.0|R$21.783.164,00|4.0|SALVADORBASELVÍRIAMSNOVA IGUAÇURJSÃO JOSÉ DO RIO PRETOSP|349.0|12941.0|195443.0|937575.0|R$440.233,11|R$1.552,51|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$25.208.346,46
1319|03/02/2016|3.0|5.0|6.0|8.0|9.0|10.0|11.0|13.0|14.0|15.0|17.0|19.0|22.0|23.0|25.0|R$22.213.822,00|12.0|NANUQUEMGPADRE PARAÍSOMGMARABÁPAIMBITUVAPRPARELHASRNIMBITUBASCBAURUSPCEDRALSPJAÚSPPIRAPORA DO BOM JESUSSPSÃO BERNARDO DO CAMPOSPSÃO PAULOSP|1044.0|25624.0|248998.0|1149055.0|R$95.885,50|R$484,45|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$25.473.875,54
1320|05/02/2016|2.0|3.0|4.0|5.0|9.0|11.0|12.0|13.0|15.0|16.0|17.0|21.0|22.0|23.0|25.0|R$23.154.492,00|3.0|QUEIMADOSRJSANTO ANASTÁCIOSPSÃO PAULOSP|235.0|11172.0|180873.0|992435.0|R$666.899,87|R$2.619,57|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$25.935.575,47
1321|10/02/2016|2.0|3.0|4.0|6.0|7.0|9.0|10.0|11.0|13.0|14.0|18.0|19.0|20.0|23.0|24.0|R$19.083.686,00|3.0|GOIÂNIAGOIRANISCMONDAÍSC|466.0|14949.0|178223.0|875280.0|R$462.091,45|R$1.307,62|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$26.255.484,95
1322|12/02/2016|1.0|2.0|6.0|7.0|8.0|9.0|11.0|13.0|15.0|16.0|17.0|18.0|21.0|24.0|25.0|R$22.875.148,00|3.0|FORTALEZACESÃO PAULOSPTAUBATÉSP|421.0|12926.0|169900.0|976924.0|R$665.937,46|R$1.460,12|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$26.716.518,57
1323|15/02/2016|1.0|4.0|5.0|6.0|9.0|10.0|11.0|13.0|14.0|17.0|19.0|20.0|21.0|22.0|23.0|R$21.046.068,00|7.0|BARREIRASBACAXIAS DO SULRSSÃO JOSÉSCELDORADOSPSERTÃOZINHOSPSÃO JOSÉ DO RIO PRETOSPSÃO PAULOSP|497.0|14238.0|171286.0|905305.0|R$250.058,34|R$1.548,10|R$20,00|R$8,00|R$4,00|R$0,00|R$1.600.000,00|R$27.120.458,97
1324|17/02/2016|1.0|4.0|5.0|6.0|7.0|8.0|10.0|11.0|13.0|17.0|18.0|19.0|21.0|24.0|25.0|R$21.001.092,00|2.0|BALNEÁRIO CAMBORIÚSCSÃO PAULOSP|381.0|13771.0|169561.0|951848.0|R$833.678,89|R$1.346,55|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$27.505.233,85
1325|19/02/2016|2.0|3.0|5.0|6.0|7.0|9.0|10.0|14.0|15.0|16.0|18.0|19.0|20.0|21.0|25.0|R$21.486.702,00|1.0|PEREIRASSP|289.0|12989.0|170153.0|911362.0|R$1.841.784,96|R$1.960,91|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$27.930.261,15
1326|22/02/2016|1.0|3.0|4.0|6.0|8.0|9.0|10.0|17.0|18.0|19.0|20.0|21.0|22.0|24.0|25.0|R$21.122.340,00|0.0||193.0|8671.0|125305.0|800309.0|R$0,00|R$3.466,84|R$20,00|R$8,00|R$4,00|R$2.174.575,46|R$4.800.000,00|R$28.432.086,27
1327|24/02/2016|1.0|3.0|4.0|5.0|7.0|10.0|13.0|14.0|16.0|17.0|18.0|20.0|22.0|23.0|25.0|R$28.174.280,00|3.0|BRASÍLIADFNOVA ANDRADINAMSPASSO FUNDORS|658.0|21376.0|248368.0|1276329.0|R$1.436.716,31|R$1.426,61|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$28.924.910,92
1328|26/02/2016|2.0|5.0|6.0|8.0|9.0|10.0|13.0|15.0|16.0|17.0|21.0|22.0|23.0|24.0|25.0|R$21.370.280,00|1.0|TOLEDOPR|319.0|11217.0|155678.0|927499.0|R$1.858.266,84|R$1.792,40|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$29.353.741,74
1329|29/02/2016|2.0|3.0|4.0|5.0|7.0|10.0|11.0|13.0|15.0|16.0|18.0|22.0|23.0|24.0|25.0|R$21.021.892,00|4.0|FORTALEZACEMAFRASCGUARAREMASPSÃO PAULOSP|451.0|19474.0|213125.0|1041507.0|R$324.452,68|R$1.264,89|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$29.653.236,52
1330|02/03/2016|4.0|5.0|7.0|10.0|12.0|13.0|16.0|17.0|18.0|19.0|20.0|22.0|23.0|24.0|25.0|R$21.824.644,00|0.0||311.0|11888.0|176864.0|974352.0|R$0,00|R$1.760,46|R$20,00|R$8,00|R$4,00|R$1.779.389,64|R$4.500.000,00|R$30.063.864,91
1331|04/03/2016|1.0|2.0|3.0|5.0|6.0|7.0|10.0|11.0|14.0|15.0|16.0|18.0|23.0|24.0|25.0|R$29.363.826,00|6.0|CAMAÇARIBALAURO DE FREITASBASALVADORBAPASSO FUNDORSBARUERISPLOUVEIRASP|657.0|22922.0|261924.0|1382391.0|R$648.857,16|R$1.414,18|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$30.551.654,14
1332|07/03/2016|1.0|4.0|5.0|6.0|8.0|11.0|12.0|13.0|14.0|15.0|16.0|18.0|20.0|21.0|24.0|R$22.306.660,00|1.0|CuritibaPR|345.0|13581.0|175074.0|934638.0|R$1.937.850,89|R$1.728,30|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$30.998.850,51
1333|09/03/2016|3.0|4.0|5.0|7.0|8.0|9.0|10.0|11.0|12.0|14.0|17.0|18.0|20.0|22.0|24.0|R$22.374.732,00|3.0|CAMPO GRANDEMSGAROPABASCSÃO JOSÉ DOS CAMPOSSP|638.0|19203.0|201852.0|1013563.0|R$553.000,59|R$1.142,99|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$31.381.697,07
1334|11/03/2016|3.0|4.0|6.0|7.0|9.0|10.0|11.0|13.0|15.0|16.0|17.0|18.0|19.0|21.0|22.0|R$23.096.120,00|1.0|LIMEIRASP|380.0|14411.0|174810.0|963437.0|R$2.034.557,16|R$1.647,41|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$31.851.210,27
1335|14/03/2016|1.0|3.0|4.0|6.0|7.0|9.0|10.0|11.0|13.0|16.0|17.0|18.0|23.0|24.0|25.0|R$21.933.078,00|10.0|MANAUSAMSALVADORBABRASÍLIADFBELO HORIZONTEMGITANHANDUMGJUIZ DE FORAMGCOLORADO DO OESTEROCAPÃO BONITOSPDIADEMASPRIO CLAROSP|914.0|20428.0|209721.0|1089847.0|R$139.326,27|R$670,04|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$32.172.732,44
1336|16/03/2016|6.0|8.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|17.0|18.0|19.0|20.0|22.0|24.0|R$21.516.932,00|1.0|CUIABÁMT|410.0|20608.0|152330.0|892353.0|R$1.877.886,70|R$1.409,29|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$32.606.090,92
1337|18/03/2016|1.0|3.0|5.0|6.0|8.0|9.0|10.0|12.0|13.0|15.0|16.0|19.0|21.0|23.0|25.0|R$21.893.578,00|22.0|JUAZEIROBABELO HORIZONTEMGCONGONHASMGTRÊS PONTASMGCUIABÁMTRECIFEPEBARBOSA FERRAZPRCIANORTEPRPONTA GROSSAPRTOLEDOPRRIO DE JANEIRORJPALMEIRA DAS MISSÕESRSPELOTASRSCAMBORIÚSCJANDIRASPPINDAMONHANGABASPSANTOSSPSÃO PAULOSP|2099.0|32325.0|268595.0|1042702.0|R$52.214,17|R$240,55|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$32.871.178,22
1338|21/03/2016|1.0|2.0|3.0|4.0|6.0|7.0|10.0|11.0|12.0|13.0|14.0|15.0|16.0|17.0|19.0|R$21.027.144,00|2.0|TELEMACO BORBAPRBARIRISP|379.0|11675.0|159727.0|796478.0|R$1.005.069,51|R$1.631,94|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$33.335.056,46
1339|23/03/2016|2.0|3.0|4.0|5.0|6.0|7.0|8.0|11.0|13.0|14.0|16.0|20.0|21.0|23.0|24.0|R$20.926.302,00|0.0||260.0|11804.0|148640.0|872706.0|R$0,00|R$2.237,51|R$20,00|R$8,00|R$4,00|R$1.890.696,83|R$4.500.000,00|R$33.771.371,12
1340|26/03/2016|1.0|2.0|4.0|5.0|7.0|9.0|10.0|12.0|13.0|14.0|16.0|17.0|18.0|19.0|22.0|R$21.701.310,00|3.0|CAITITÉBAITABIRAMGBARRA MANSARJ|408.0|15710.0|184855.0|974772.0|R$1.193.709,44|R$1.821,19|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$34.161.470,70
1341|28/03/2016|1.0|3.0|4.0|8.0|9.0|10.0|13.0|14.0|15.0|16.0|17.0|20.0|21.0|23.0|24.0|R$16.786.140,00|2.0|JUAZEIRO DO NORTECEBLUMENAUSC|325.0|9960.0|125066.0|684496.0|R$759.613,22|R$1.438,32|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$34.512.061,42
1342|30/03/2016|1.0|2.0|3.0|5.0|9.0|10.0|11.0|12.0|13.0|15.0|20.0|21.0|23.0|24.0|25.0|R$20.115.534,00|1.0|ESTÂNCIA VELHARS|457.0|15279.0|214667.0|1050535.0|R$1.135.172,01|R$1.091,85|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$34.774.024,20
1343|01/04/2016|2.0|4.0|5.0|9.0|10.0|11.0|13.0|14.0|15.0|16.0|17.0|19.0|21.0|23.0|24.0|R$22.038.264,00|2.0|RIO DE JANEIRORJSÃO BERNARDO DO CAMPOSP|694.0|18630.0|194539.0|989795.0|R$833.864,22|R$1.056,29|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$35.158.884,61
1344|04/04/2016|2.0|4.0|6.0|7.0|8.0|10.0|11.0|12.0|13.0|17.0|18.0|21.0|23.0|24.0|25.0|R$21.618.134,00|4.0|ESTREITOMAMONTE AZULMGCAJAZEIRASPBIPOJUCAPE|396.0|15962.0|190307.0|986811.0|R$407.494,12|R$1.809,27|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$35.535.033,03
1345|06/04/2016|1.0|3.0|7.0|8.0|9.0|10.0|11.0|14.0|15.0|17.0|19.0|21.0|22.0|24.0|25.0|R$22.190.574,00|2.0|RIBEIRÃO DAS NEVESMGBELÉMPA|439.0|18907.0|204196.0|1020974.0|R$801.675,99|R$1.605,39|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$35.905.037,34
1346|08/04/2016|2.0|3.0|5.0|7.0|8.0|10.0|11.0|14.0|15.0|18.0|19.0|20.0|21.0|23.0|25.0|R$23.086.260,00|8.0|UBERLÂNDIAMGBARBOSA FERRAZPRDIAMANTE DO OESTEPRRIO DE JANEIRORJVOLTA REDONDARJJOINVILLESCSÃO CAETANO DO SULSP|856.0|23217.0|243097.0|1158977.0|R$168.503,79|R$692,22|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$36.216.121,26
1347|11/04/2016|1.0|3.0|5.0|6.0|7.0|8.0|10.0|12.0|13.0|14.0|17.0|18.0|20.0|23.0|24.0|R$21.551.170,00|2.0|JUNDIAÍSPSÃO PAULOSP|638.0|19581.0|203590.0|1021405.0|R$736.262,22|R$1.014,51|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$36.555.934,59
1348|13/04/2016|1.0|2.0|6.0|7.0|8.0|9.0|10.0|14.0|15.0|18.0|20.0|21.0|22.0|24.0|25.0|R$21.941.016,00|2.0|BRAGANÇA PAULISTASPSANTO ANDRÉSP|218.0|8405.0|127862.0|842578.0|R$1.126.117,01|R$3.178,88|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$37.075.680,92
1349|15/04/2016|2.0|3.0|4.0|5.0|6.0|7.0|8.0|12.0|14.0|16.0|18.0|19.0|21.0|24.0|25.0|R$21.496.722,00|3.0|Três LagoasMSCASCAVELPRSÃO PAULOSP|389.0|12988.0|161542.0|876018.0|R$646.480,17|R$1.534,07|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$37.523.244,13
1350|18/04/2016|1.0|5.0|6.0|8.0|9.0|11.0|12.0|13.0|14.0|16.0|18.0|19.0|20.0|21.0|23.0|R$20.265.078,00|1.0|SANTA MARIARS|335.0|12967.0|162153.0|883131.0|R$1.681.533,40|R$1.544,46|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$37.911.290,30
1351|20/04/2016|2.0|4.0|6.0|7.0|10.0|11.0|13.0|17.0|19.0|20.0|21.0|22.0|23.0|24.0|25.0|R$20.540.312,00|3.0|CAMAÇARIBABRASÍLIADFFRANCISCO BELTRÃOPR|550.0|17889.0|197896.0|948466.0|R$480.671,98|R$1.152,46|R$20,00|R$8,00|R$4,00|R$0,00|R$1.500.000,00|R$38.244.063,20
1352|22/04/2016|6.0|8.0|10.0|11.0|12.0|13.0|14.0|15.0|16.0|19.0|20.0|21.0|23.0|24.0|25.0|R$16.946.198,00|2.0|CANOASRSBAURUSP|283.0|9882.0|138706.0|744154.0|R$696.639,39|R$1.514,85|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$38.565.589,08
1353|25/04/2016|3.0|5.0|7.0|8.0|9.0|10.0|11.0|12.0|14.0|18.0|21.0|22.0|23.0|24.0|25.0|R$20.171.258,00|1.0|CIANORTEPR|284.0|12573.0|169011.0|912056.0|R$1.589.007,19|R$1.721,57|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$38.932.283,05
1354|27/04/2016|1.0|2.0|3.0|5.0|7.0|9.0|11.0|12.0|13.0|14.0|15.0|18.0|20.0|21.0|24.0|R$19.458.300,00|1.0|BARRETOSSP|398.0|14350.0|177710.0|938810.0|R$1.351.856,57|R$1.493,02|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$39.244.249,96
1355|29/04/2016|1.0|2.0|3.0|4.0|6.0|7.0|8.0|11.0|15.0|16.0|18.0|20.0|21.0|22.0|24.0|R$21.024.676,00|0.0||267.0|11480.0|150557.0|823633.0|R$0,00|R$2.299,49|R$20,00|R$8,00|R$4,00|R$1.995.383,43|R$5.000.000,00|R$39.704.723,07
1356|02/05/2016|3.0|4.0|6.0|8.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|16.0|17.0|19.0|20.0|R$29.874.916,00|2.0|BELO HORIZONTEMGBELÉMPA|703.0|30330.0|219973.0|1206589.0|R$2.307.596,13|R$1.638,07|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$40.309.294,34
1357|04/05/2016|3.0|7.0|8.0|9.0|10.0|11.0|12.0|13.0|15.0|17.0|18.0|20.0|21.0|22.0|23.0|R$22.436.666,00|4.0|SALVADORBAGOIÂNIAGORIO DE JANEIRORJ|489.0|16907.0|221212.0|1112080.0|R$360.584,96|R$1.296,51|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$40.642.141,99
1358|06/05/2016|1.0|2.0|3.0|4.0|6.0|8.0|9.0|13.0|15.0|17.0|18.0|19.0|20.0|22.0|23.0|R$23.297.258,00|0.0||324.0|14569.0|181256.0|1006184.0|R$0,00|R$1.872,29|R$20,00|R$8,00|R$4,00|R$1.971.528,68|R$5.000.000,00|R$41.097.110,16
1359|09/05/2016|3.0|5.0|7.0|8.0|9.0|11.0|13.0|14.0|15.0|16.0|17.0|18.0|20.0|21.0|23.0|R$29.073.934,00|11.0|BELO HORIZONTEMGOURO PRETOMGCuritibaPRFIGUEIRAPRRIO DE JANEIRORJAracajuSEFRANCASPITATIBASPSÃO PAULOSP|1007.0|32025.0|348930.0|1521253.0|R$306.894,18|R$612,98|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$41.421.181,08
1360|11/05/2016|1.0|2.0|3.0|4.0|5.0|6.0|8.0|10.0|11.0|12.0|14.0|18.0|20.0|23.0|24.0|R$22.823.546,00|2.0|MARACAJUMSSÃO PAULOSP|481.0|20039.0|221298.0|1083809.0|R$770.643,35|R$1.408,50|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$41.776.862,63
1361|13/05/2016|1.0|4.0|5.0|11.0|12.0|13.0|14.0|15.0|16.0|17.0|18.0|19.0|20.0|23.0|25.0|R$23.240.296,00|5.0|ITAPIPOCACEBRASÍLIADFRIO BRILHANTEMSFlorianópolisSCMONTE MORSP|319.0|11848.0|140601.0|841540.0|R$486.538,18|R$2.346,46|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$42.338.252,85
1362|16/05/2016|1.0|3.0|4.0|6.0|9.0|10.0|11.0|12.0|13.0|16.0|21.0|22.0|23.0|24.0|25.0|R$22.135.598,00|2.0|TANGARÁ DA SERRAMTBARRA FUNDARS|325.0|11719.0|155593.0|884422.0|R$1.041.679,46|R$1.972,41|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$42.819.027,99
1363|18/05/2016|5.0|7.0|9.0|10.0|12.0|13.0|14.0|15.0|16.0|17.0|19.0|20.0|21.0|22.0|23.0|R$20.970.288,00|3.0|BRASÍLIADFTEOFILO OTONIMGITAPERUNARJ|421.0|15246.0|180410.0|977211.0|R$520.736,17|R$1.631,08|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$43.179.537,65
1364|20/05/2016|1.0|6.0|9.0|10.0|11.0|12.0|13.0|15.0|16.0|17.0|18.0|20.0|22.0|24.0|25.0|R$21.909.774,00|3.0|SALVADORBAGUARAPARIESVITÓRIAES|320.0|13872.0|176891.0|983528.0|R$587.109,21|R$1.693,58|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$43.585.997,88
1365|23/05/2016|2.0|3.0|6.0|9.0|10.0|12.0|14.0|15.0|19.0|20.0|21.0|22.0|23.0|24.0|25.0|R$21.276.060,00|1.0|INDAIATUBASP|419.0|13246.0|155263.0|882556.0|R$1.904.525,91|R$1.398,59|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$44.025.503,87
1366|25/05/2016|4.0|8.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|16.0|17.0|21.0|22.0|24.0|25.0|R$20.632.724,00|2.0|PIRACURUCAPIFOZ DO IGUAÇUPR|327.0|10541.0|135701.0|841569.0|R$974.026,17|R$1.833,03|R$20,00|R$8,00|R$4,00|R$0,00|R$1.200.000,00|R$44.475.054,41
1367|27/05/2016|2.0|3.0|4.0|5.0|6.0|7.0|9.0|14.0|15.0|16.0|17.0|18.0|20.0|23.0|24.0|R$17.190.732,00|0.0||245.0|9616.0|130964.0|704946.0|R$0,00|R$1.938,42|R$20,00|R$8,00|R$4,00|R$1.543.470,51|R$4.200.000,00|R$44.831.239,92
1368|30/05/2016|5.0|7.0|8.0|10.0|11.0|12.0|14.0|16.0|18.0|19.0|20.0|22.0|23.0|24.0|25.0|R$26.312.612,00|6.0|BARREIRASBAANÁPOLISGOITABIRAMGCUIABÁMTPONTA GROSSAPR|597.0|19780.0|239981.0|1224623.0|R$575.167,87|R$1.404,48|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$45.271.440,71
1369|01/06/2016|3.0|4.0|5.0|9.0|10.0|11.0|12.0|13.0|14.0|16.0|17.0|18.0|21.0|22.0|24.0|R$21.798.908,00|2.0|TELÊMACO BORBAPRJOINVILLESC|354.0|12730.0|162960.0|898567.0|R$977.595,28|R$1.699,43|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$45.722.638,53
1370|03/06/2016|2.0|4.0|5.0|7.0|8.0|11.0|13.0|14.0|17.0|18.0|20.0|21.0|22.0|24.0|25.0|R$22.581.224,00|10.0|JARDIMMSJACUNDÁPAPALMARESPECURIÚVAPRSÃO JOSÉ DOS PINHAISPRRIO DE JANEIRORJLAGESSCLUCÉLIASPOSASCOSPSÃO PAULOSP|967.0|20770.0|202339.0|987659.0|R$173.084,30|R$786,77|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$46.122.063,84
1371|06/06/2016|3.0|4.0|5.0|7.0|13.0|15.0|17.0|18.0|19.0|20.0|21.0|22.0|23.0|24.0|25.0|R$21.619.918,00|1.0|SÃO PAULOSP|457.0|14999.0|196143.0|1062956.0|R$1.479.264,70|R$1.422,81|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$46.463.432,62
1372|08/06/2016|1.0|2.0|3.0|5.0|7.0|9.0|10.0|13.0|15.0|16.0|17.0|18.0|21.0|23.0|25.0|R$22.487.264,00|8.0|MANAUSAMCARIACICAESUBERLÂNDIAMGCuritibaPRMATELANDIAPRNOVA ESPERANÇAPRRIBERÃO PIRESSPSÃO PAULOSP|827.0|33136.0|283116.0|1161896.0|R$123.580,02|R$525,47|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$46.691.580,36
1373|10/06/2016|1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|12.0|17.0|18.0|20.0|21.0|23.0|24.0|R$22.336.524,00|1.0|CAMPINASSP|299.0|11758.0|159675.0|910610.0|R$2.060.113,87|R$2.120,00|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$47.166.991,26
1374|13/06/2016|2.0|3.0|4.0|5.0|6.0|9.0|10.0|14.0|15.0|16.0|19.0|20.0|21.0|23.0|25.0|R$20.786.414,00|4.0|MANAUSAMSALVADORBAAPARECIDA DE GOIÂNIAGOIRATIPR|415.0|15294.0|164357.0|867983.0|R$445.683,10|R$1.888,23|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$47.578.391,05
1375|15/06/2016|1.0|5.0|6.0|9.0|10.0|11.0|14.0|15.0|16.0|18.0|20.0|22.0|23.0|24.0|25.0|R$20.995.276,00|4.0|ItaranaESESTÂNCIASEGUARARAPESSPLuzinopolisTO|547.0|16358.0|194314.0|945561.0|R$391.002,59|R$1.256,81|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$47.939.316,52
1376|17/06/2016|1.0|3.0|4.0|5.0|6.0|12.0|13.0|14.0|15.0|16.0|18.0|19.0|20.0|22.0|24.0|R$21.326.586,00|1.0|SÃO GONÇALORJ|283.0|11980.0|151311.0|848045.0|R$2.003.207,53|R$2.177,99|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$48.401.595,18
1377|20/06/2016|1.0|5.0|6.0|8.0|9.0|10.0|12.0|13.0|15.0|17.0|19.0|20.0|21.0|22.0|25.0|R$20.988.832,00|4.0|CONSELHEIRO LAFAIETEMGJOAO MONLEVADEMGRESENDERJSERRANASP|526.0|16628.0|183159.0|930239.0|R$407.193,15|R$1.361,11|R$20,00|R$8,00|R$4,00|R$0,00|R$1.700.000,00|R$48.777.465,78
