Concurso|Data_Sorteio|Bola1|Bola2|Bola3|Bola4|Bola5|Bola6|Bola7|Bola8|Bola9|Bola10|Bola11|Bola12|Bola13|Bola14|Bola15|Arrecadação_Total|Ganhadores_15_Números|Cidade|Ganhadores_14_Números|Ganhadores_13_Números|Ganhadores_12_Números|Ganhadores_11_Números|Valor_Rateio_15_Números|Valor_Rateio_14_Números|Valor_Rateio_13_Números|Valor_Rateio_12_Números|Valor_Rateio_11_Números|Acumulado_15_Números|Estimativa_Prêmio|Valor_Acumulado_Especial
442|09/07/2009|5.0|6.0|7.0|8.0|9.0|12.0|13.0|14.0|15.0|17.0|18.0|22.0|23.0|24.0|25.0|R$14.924.279,00|8.0|FORTALEZACEGOIÂNIAGOBELO HORIZONTEMGJUIZ DE FORAMGCAMETÁPARIO DE JANEIRORJFORQUILHINHASC|670.0|20117.0|265028.0|1362847.0|R$158.181,99|R$1.156,37|R$10,00|R$4,00|R$2,00|R$0,00|R$1.300.000,00|R$0,00
443|13/07/2009|1.0|2.0|3.0|5.0|7.0|10.0|11.0|12.0|16.0|17.0|18.0|19.0|21.0|22.0|23.0|R$17.315.220,00|4.0|VILA VELHAESSÃO THOMÉ DAS LETRASMGSALTOSPSÃO PAULOSP|508.0|20967.0|261631.0|1477085.0|R$417.926,72|R$1.410,33|R$10,00|R$4,00|R$2,00|R$0,00|R$1.300.000,00|R$0,00
444|16/07/2009|1.0|2.0|3.0|6.0|7.0|10.0|14.0|15.0|18.0|19.0|20.0|21.0|22.0|24.0|25.0|R$15.820.194,00|4.0|SALVADORBASANTA BÁRBARA DO LESTEMGGUARATINGUETASPSÃO PAULOSP|451.0|15044.0|195211.0|1144892.0|R$458.498,53|R$1.742,79|R$10,00|R$4,00|R$2,00|R$0,00|R$1.400.000,00|R$0,00
445|20/07/2009|1.0|2.0|4.0|7.0|9.0|10.0|11.0|12.0|13.0|15.0|16.0|18.0|19.0|20.0|21.0|R$16.687.213,00|4.0|SALVADORBAPRINCESA ISABELPBCAMPINASSPPALMASTO|603.0|23103.0|266477.0|1430795.0|R$390.412,33|R$1.109,92|R$10,00|R$4,00|R$2,00|R$0,00|R$1.400.000,00|R$0,00
446|23/07/2009|1.0|2.0|4.0|5.0|6.0|8.0|10.0|11.0|14.0|15.0|16.0|19.0|21.0|23.0|24.0|R$15.423.126,00|5.0|BRASÍLIADFGOIÂNIAGOVENTANIAPRRIO DE JANEIRORJSÃO PAULOSP|651.0|22372.0|254065.0|1230063.0|R$302.724,08|R$1.423,51|R$10,00|R$4,00|R$2,00|R$0,00|R$1.600.000,00|R$0,00
447|27/07/2009|1.0|2.0|5.0|8.0|10.0|12.0|16.0|17.0|18.0|19.0|20.0|21.0|22.0|24.0|25.0|R$16.646.597,00|3.0|SP|409.0|19802.0|222597.0|1314025.0|R$589.834,33|R$1.854,18|R$10,00|R$4,00|R$2,00|R$0,00|R$1.300.000,00|R$0,00
448|30/07/2009|1.0|3.0|5.0|6.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|17.0|20.0|23.0|24.0|R$15.505.899,00|1.0|BELÉMPA|435.0|17496.0|247609.0|1473482.0|R$1.329.469,54|R$1.309,82|R$10,00|R$4,00|R$2,00|R$0,00|R$1.300.000,00|R$0,00
449|03/08/2009|1.0|2.0|3.0|4.0|8.0|9.0|10.0|11.0|16.0|17.0|18.0|19.0|22.0|24.0|25.0|R$17.260.092,00|0.0||522.0|18788.0|250501.0|1422374.0|R$0,00|R$1.433,44|R$10,00|R$4,00|R$2,00|R$1.745.924,77|R$3.300.000,00|R$0,00
450|06/08/2009|4.0|5.0|6.0|7.0|9.0|11.0|14.0|16.0|17.0|18.0|21.0|22.0|23.0|24.0|25.0|R$21.774.037,00|3.0|JARAGUÁ DO SULSCBAURUSPSANTA MARIA DA SERRASP|460.0|19788.0|268293.0|1642129.0|R$1.403.449,06|R$2.296,05|R$10,00|R$4,00|R$2,00|R$0,00|R$1.600.000,00|R$0,00
451|10/08/2009|1.0|3.0|5.0|6.0|8.0|9.0|14.0|15.0|17.0|18.0|19.0|22.0|23.0|24.0|25.0|R$18.053.027,00|9.0|ILHÉUSBANAZÁRIOGOBELÉMPARIO DE JANEIRORJMOSSORÓRNAracajuSEEMBUSPPRAIA GRANDESPRibeirão PretoSP|1074.0|30935.0|351167.0|1692152.0|R$155.083,09|R$795,66|R$10,00|R$4,00|R$2,00|R$0,00|R$1.400.000,00|R$0,00
452|13/08/2009|1.0|6.0|7.0|8.0|9.0|10.0|11.0|12.0|14.0|17.0|18.0|19.0|20.0|24.0|25.0|R$17.628.249,00|0.0||336.0|13228.0|207555.0|1271237.0|R$0,00|R$2.659,27|R$10,00|R$4,00|R$2,00|R$2.084.866,37|R$3.500.000,00|R$0,00
453|17/08/2009|1.0|2.0|3.0|4.0|6.0|9.0|11.0|14.0|15.0|17.0|19.0|20.0|21.0|24.0|25.0|R$22.697.507,00|4.0|LAURO DE FREITASBABRASÍLIADFCASCAVELPRLIMEIRASP|781.0|29034.0|359976.0|1939899.0|R$1.057.914,21|R$1.178,05|R$10,00|R$4,00|R$2,00|R$0,00|R$1.500.000,00|R$0,00
454|20/08/2009|3.0|4.0|6.0|7.0|11.0|12.0|13.0|14.0|15.0|17.0|19.0|20.0|22.0|24.0|25.0|R$17.205.022,00|0.0||485.0|20691.0|261766.0|1519792.0|R$0,00|R$1.420,19|R$10,00|R$4,00|R$2,00|R$1.607.172,77|R$3.500.000,00|R$0,00
455|24/08/2009|1.0|3.0|4.0|5.0|6.0|7.0|8.0|11.0|12.0|14.0|18.0|19.0|21.0|23.0|25.0|R$22.419.502,00|8.0|MANACAPURUAMCACHOEIRO DE ITAPEMIRIMESLUZIÂNIAGOSÃO GABRIEL DO OESTEMSARAÇATUBASPRibeirão PretoSPSANTOSSP|729.0|29024.0|362409.0|1966307.0|R$457.924,97|R$1.208,83|R$10,00|R$4,00|R$2,00|R$0,00|R$1.500.000,00|R$0,00
456|27/08/2009|1.0|3.0|4.0|9.0|10.0|11.0|12.0|13.0|14.0|17.0|18.0|21.0|23.0|24.0|25.0|R$17.448.810,00|7.0|SERRANÓPOLISGOCATAGUASESMGSÃO MIGUEL DO OESTESCSANTANA DE PARNAÍBASPSERTÃOZINHOSPSÃO PAULOSP|785.0|27862.0|346024.0|1732830.0|R$178.670,79|R$975,45|R$10,00|R$4,00|R$2,00|R$0,00|R$1.100.000,00|R$0,00
457|31/08/2009|1.0|4.0|5.0|11.0|13.0|14.0|15.0|16.0|18.0|19.0|20.0|21.0|22.0|23.0|25.0|R$18.614.264,00|1.0|SÃO SEBASTIÃOSP|407.0|17580.0|298630.0|1634482.0|R$1.741.731,78|R$1.834,05|R$10,00|R$4,00|R$2,00|R$0,00|R$1.500.000,00|R$0,00
458|03/09/2009|2.0|3.0|4.0|5.0|6.0|7.0|8.0|9.0|11.0|13.0|15.0|16.0|18.0|20.0|22.0|R$17.785.732,00|5.0|CATALÃOGORIO DE JANEIRORJGUARUJÁSPITANHAÉMSPLEMESP|855.0|29344.0|311187.0|1553849.0|R$311.957,52|R$1.116,92|R$10,00|R$4,00|R$2,00|R$0,00|R$1.400.000,00|R$0,00
459|08/09/2009|1.0|2.0|3.0|4.0|7.0|10.0|11.0|12.0|14.0|15.0|17.0|19.0|20.0|21.0|23.0|R$14.705.278,00|3.0|SÃO LUISMARIO DE JANEIRORJSÃO PAULOSP|757.0|31694.0|283370.0|1385273.0|R$367.854,54|R$892,53|R$10,00|R$4,00|R$2,00|R$0,00|R$1.400.000,00|R$0,00
460|10/09/2009|1.0|3.0|4.0|6.0|9.0|10.0|11.0|12.0|14.0|15.0|16.0|17.0|19.0|22.0|23.0|R$18.291.798,75|8.0|BRASÍLIADFPAPAGAIOSMGBLUMENAUSCCAMPINASSPFRANCASPMOCOCASPSÃO PAULOSP|645.0|20777.0|239996.0|1235607.0|R$214.569,91|R$1.140,57|R$12,50|R$5,00|R$2,50|R$0,00|R$1.400.000,00|R$0,00
461|14/09/2009|3.0|4.0|5.0|6.0|7.0|8.0|11.0|12.0|13.0|14.0|15.0|17.0|19.0|23.0|24.0|R$20.409.758,75|5.0|SALVADORBACHAPADÃO DO CEUGOSÃO MIGUEL DO GUAMAPALONDRINAPRSÃO PAULOSP|698.0|24686.0|324355.0|1647498.0|R$287.640,29|R$1.261,50|R$12,50|R$5,00|R$2,50|R$0,00|R$1.400.000,00|R$0,00
462|17/09/2009|1.0|2.0|3.0|5.0|7.0|8.0|12.0|14.0|16.0|17.0|18.0|21.0|22.0|23.0|24.0|R$18.581.586,25|0.0||558.0|19875.0|265357.0|1274994.0|R$0,00|R$1.285,88|R$12,50|R$5,00|R$2,50|R$1.674.205,87|R$4.000.000,00|R$0,00
463|21/09/2009|2.0|3.0|6.0|7.0|9.0|11.0|13.0|14.0|17.0|18.0|19.0|20.0|22.0|23.0|25.0|R$23.941.345,00|7.0|SALVADORBASÃO LUÍS DO CURUCECAMPINASSPHORTOLÂNDIASPSorocabaSPSÃO PAULOSP|1196.0|31408.0|347878.0|1782660.0|R$515.681,63|R$990,83|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
464|24/09/2009|1.0|2.0|5.0|8.0|10.0|11.0|16.0|17.0|19.0|20.0|21.0|22.0|23.0|24.0|25.0|R$18.733.250,00|2.0|MONTE SANTOBABELO HORIZONTEMG|530.0|23200.0|213995.0|1175939.0|R$966.866,22|R$1.563,66|R$12,50|R$5,00|R$2,50|R$0,00|R$2.000.000,00|R$0,00
465|28/09/2009|1.0|2.0|3.0|4.0|6.0|7.0|9.0|10.0|11.0|13.0|18.0|19.0|21.0|22.0|25.0|R$19.053.426,25|2.0|BELO HORIZONTEMGCRUZEIROSP|455.0|20974.0|246908.0|1400828.0|R$830.150,42|R$1.563,86|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
466|01/10/2009|2.0|6.0|7.0|8.0|10.0|11.0|12.0|14.0|17.0|18.0|19.0|20.0|21.0|22.0|25.0|R$18.383.551,25|1.0|MACHADOMG|328.0|13667.0|199100.0|1156871.0|R$1.976.545,27|R$2.582,60|R$12,50|R$5,00|R$2,50|R$0,00|R$1.700.000,00|R$0,00
467|05/10/2009|2.0|4.0|5.0|6.0|7.0|10.0|13.0|14.0|15.0|17.0|18.0|21.0|22.0|24.0|25.0|R$19.225.602,50|5.0|BRASÍLIADFTAILÂNDIAPAGUARULHOSSPPIRACICABASPSÃO PAULOSP|565.0|17521.0|213037.0|1251469.0|R$396.907,31|R$1.505,34|R$12,50|R$5,00|R$2,50|R$0,00|R$2.000.000,00|R$0,00
468|08/10/2009|2.0|3.0|5.0|6.0|9.0|10.0|12.0|13.0|15.0|17.0|18.0|21.0|22.0|24.0|25.0|R$17.983.296,25|8.0|ARAXÁMGBELÉMPAINGAPBRIO DE JANEIRORJSÃO PAULOSP|954.0|23771.0|268374.0|1260272.0|R$191.492,28|R$983,14|R$12,50|R$5,00|R$2,50|R$0,00|R$1.600.000,00|R$0,00
469|13/10/2009|1.0|2.0|5.0|6.0|7.0|8.0|10.0|11.0|13.0|14.0|18.0|19.0|22.0|23.0|25.0|R$15.901.822,50|3.0|Ribeirão PretoSPSÃO PAULOSP|617.0|17705.0|208381.0|1155000.0|R$465.357,53|R$1.385,31|R$12,50|R$5,00|R$2,50|R$0,00|R$1.600.000,00|R$0,00
470|15/10/2009|1.0|3.0|4.0|5.0|6.0|7.0|8.0|10.0|11.0|13.0|15.0|18.0|20.0|22.0|23.0|R$15.797.396,25|3.0|GLÓRIA DE DOURADOSMSRIO DE JANEIRORJSÃO PAULOSP|576.0|23017.0|268187.0|1174744.0|R$390.100,47|R$1.243,94|R$12,50|R$5,00|R$2,50|R$0,00|R$1.400.000,00|R$0,00
471|19/10/2009|2.0|3.0|4.0|6.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|16.0|20.0|24.0|25.0|R$16.900.541,25|1.0|PILARAL|314.0|14393.0|182221.0|1128926.0|R$1.727.808,67|R$2.358,25|R$12,50|R$5,00|R$2,50|R$0,00|R$1.200.000,00|R$0,00
472|22/10/2009|1.0|2.0|4.0|5.0|6.0|7.0|8.0|11.0|12.0|13.0|14.0|15.0|17.0|18.0|20.0|R$16.716.763,75|3.0|VIÇOSAMGRibeirão PretoSPSOCORROSP|446.0|14550.0|226525.0|1064480.0|R$552.536,31|R$1.592,83|R$12,50|R$5,00|R$2,50|R$0,00|R$1.600.000,00|R$0,00
473|27/10/2009|1.0|2.0|5.0|6.0|7.0|8.0|9.0|11.0|12.0|15.0|17.0|19.0|22.0|23.0|25.0|R$16.817.123,75|8.0|SALVADORBAVILA VELHAESCASTELÂNDIAGOBELO JARDIMPEUMUARAMAPROSASCOSPPILAR DO SULSPSÃO PAULOSP|724.0|22640.0|257219.0|1324486.0|R$154.499,63|R$1.045,21|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
474|29/10/2009|1.0|2.0|3.0|5.0|9.0|10.0|11.0|12.0|15.0|16.0|17.0|18.0|21.0|23.0|24.0|R$15.989.461,25|2.0|NOVA FRIBURGORJRIO DE JANEIRORJ|461.0|17059.0|207057.0|1118403.0|R$733.503,80|R$1.363,81|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
475|03/11/2009|2.0|3.0|4.0|5.0|6.0|9.0|10.0|11.0|13.0|14.0|17.0|20.0|21.0|23.0|25.0|R$10.833.466,25|0.0||433.0|13728.0|161087.0|821107.0|R$0,00|R$1.204,84|R$12,50|R$5,00|R$2,50|R$852.108,03|R$2.500.000,00|R$0,00
476|05/11/2009|1.0|5.0|6.0|7.0|9.0|10.0|11.0|13.0|14.0|15.0|16.0|17.0|19.0|24.0|25.0|R$17.651.687,50|1.0|SÃO PAULOSP|424.0|23008.0|248333.0|1265772.0|R$2.359.556,64|R$1.523,70|R$12,50|R$5,00|R$2,50|R$0,00|R$1.600.000,00|R$0,00
477|09/11/2009|2.0|4.0|6.0|7.0|8.0|10.0|11.0|12.0|14.0|16.0|18.0|20.0|23.0|24.0|25.0|R$17.599.641,25|8.0|MANAUSAMFEIRA DE SANTANABABELO HORIZONTEMGPORTO ALEGRERSCAMPINASSPENGENHEIRO COELHOSPSANTO ANDRÉSP|1382.0|36503.0|271640.0|1163643.0|R$185.196,45|R$656,35|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
478|12/11/2009|2.0|3.0|5.0|7.0|9.0|10.0|11.0|12.0|13.0|16.0|18.0|22.0|23.0|24.0|25.0|R$16.959.021,25|7.0|JOÃO PESSOAPBCAMARAGIBEPESANTA MARIARSCURITIBANOSSCGUARULHOSSPSÃO JOSÉ DOS CAMPOSSPSÃO VICENTESP|708.0|23117.0|261931.0|1302836.0|R$182.665,53|R$1.105,72|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
479|16/11/2009|2.0|3.0|5.0|8.0|11.0|13.0|14.0|15.0|16.0|18.0|19.0|22.0|23.0|24.0|25.0|R$17.307.541,25|1.0|BONFINÓPOLISGO|607.0|21383.0|258022.0|1403421.0|R$1.250.813,46|R$1.261,62|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
480|19/11/2009|4.0|5.0|6.0|7.0|8.0|9.0|11.0|12.0|15.0|17.0|18.0|19.0|22.0|24.0|25.0|R$16.373.383,75|2.0|BRASÍLIADFPORTO ALEGRERS|484.0|18602.0|214612.0|1132768.0|R$752.129,78|R$1.331,99|R$12,50|R$5,00|R$2,50|R$0,00|R$1.000.000,00|R$0,00
481|23/11/2009|1.0|3.0|5.0|7.0|9.0|10.0|12.0|13.0|14.0|15.0|17.0|20.0|21.0|22.0|24.0|R$16.568.422,50|7.0|FILADÉLFIABAIPATINGAMGJUIZ DE FORAMGCUIABÁMTJAGUARIAÍVAPRSÃO PAULOSPUBATUBASP|1081.0|26980.0|261385.0|1224712.0|R$181.112,53|R$718,03|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
482|26/11/2009|2.0|6.0|7.0|8.0|9.0|10.0|12.0|15.0|16.0|17.0|19.0|21.0|22.0|23.0|25.0|R$16.016.520,00|4.0|MANACAPURUAMEMBU-GUAÇUSPSÃO PAULOSPSÃO VICENTESP|242.0|11135.0|179422.0|989180.0|R$433.783,11|R$3.072,84|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
483|30/11/2009|1.0|4.0|5.0|6.0|7.0|9.0|11.0|12.0|14.0|17.0|18.0|21.0|22.0|23.0|24.0|R$16.793.572,50|5.0|SALVADORBAMUQUIESCONTAGEMMGRIO DE JANEIRORJMARCELINO RAMOSRS|508.0|20378.0|208730.0|1127835.0|R$320.893,49|R$1.353,60|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
484|03/12/2009|1.0|4.0|6.0|8.0|9.0|10.0|11.0|13.0|14.0|16.0|17.0|20.0|21.0|23.0|25.0|R$17.088.946,25|3.0|GOIÂNIAGOBAURUSPJAÚSP|695.0|20032.0|224299.0|1109636.0|R$551.482,24|R$1.020,21|R$12,50|R$5,00|R$2,50|R$0,00|R$1.600.000,00|R$0,00
485|07/12/2009|2.0|3.0|4.0|5.0|6.0|7.0|11.0|16.0|17.0|18.0|20.0|21.0|22.0|24.0|25.0|R$17.202.796,25|2.0|SÃO MATEUSESJABOATÃO DOS GUARARAPESPE|211.0|8989.0|153197.0|967691.0|R$1.047.362,19|R$4.254,69|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
486|10/12/2009|1.0|2.0|3.0|4.0|5.0|7.0|9.0|11.0|13.0|15.0|18.0|19.0|20.0|21.0|22.0|R$16.414.207,50|3.0|ITAPETININGASPMOGI GUAÇUSPSÃO PAULOSP|591.0|21380.0|272508.0|1295745.0|R$384.852,57|R$1.196,06|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
487|14/12/2009|4.0|5.0|6.0|7.0|8.0|9.0|10.0|14.0|15.0|17.0|18.0|19.0|21.0|22.0|24.0|R$17.364.491,25|5.0|CAMPO GRANDEMSRIO DE JANEIRORJARAÇATUBASPEMBU-GUAÇUSP|331.0|13349.0|192877.0|1071367.0|R$375.735,37|R$2.432,47|R$12,50|R$5,00|R$2,50|R$0,00|R$1.500.000,00|R$0,00
488|17/12/2009|5.0|6.0|7.0|8.0|11.0|12.0|13.0|14.0|15.0|17.0|18.0|20.0|22.0|24.0|25.0|R$16.418.361,25|6.0|LAURO DE FREITASBASALVADORBARIO VERDEGOMARABÁPASÃO GERALDO DO ARAGUAIAPASÃO MANUELSP|456.0|18355.0|219517.0|1184568.0|R$240.000,26|R$1.353,38|R$12,50|R$5,00|R$2,50|R$0,00|R$1.400.000,00|R$0,00
489|21/12/2009|1.0|2.0|5.0|7.0|10.0|11.0|12.0|14.0|17.0|18.0|19.0|21.0|22.0|23.0|25.0|R$17.300.711,25|1.0|CAMPINA GRANDEPB|773.0|26471.0|262837.0|1315551.0|R$1.314.020,28|R$1.040,75|R$12,50|R$5,00|R$2,50|R$0,00|R$1.400.000,00|R$0,00
490|24/12/2009|3.0|5.0|6.0|8.0|10.0|11.0|12.0|13.0|14.0|16.0|17.0|18.0|21.0|22.0|23.0|R$13.123.340,00|3.0|RIO BRANCOACALTO ARAGUAIAMTSÃO PAULOSP|360.0|12787.0|164246.0|889574.0|R$420.057,19|R$1.500,20|R$12,50|R$5,00|R$2,50|R$0,00|R$1.200.000,00|R$0,00
491|28/12/2009|1.0|2.0|3.0|7.0|9.0|11.0|12.0|13.0|16.0|20.0|21.0|22.0|23.0|24.0|25.0|R$14.272.188,75|10.0|MANAUSAMITAJUBÁMGSÃO GABRIEL DO OESTEMSRONDON DO PARÁPAPETROLINAPEDIADEMASPSÃO PAULOSPTAUBATÉSP|575.0|16674.0|188823.0|1024321.0|R$125.888,45|R$1.340,42|R$12,50|R$5,00|R$2,50|R$0,00|R$1.200.000,00|R$0,00
